step,time_s,n_nodes,n_segs,line_length_b,density_m2,nye_norm
0,0.0,17,17,4997.986884610714,293207334138.4714,5.851177058310501e-25
2,1.1e-12,17,17,4998.851479088767,293258055648.526,1.216268527499977e-24
4,2.684e-12,17,17,5000.096631987646,293331102651.35016,1.2363292433868924e-24
6,4.96496e-12,17,17,5001.8899357947375,293436306974.7542,1.0856517473691545e-24
8,8.2495424e-12,17,17,5004.472880905846,293587835673.75616,1.7411239723377914e-24
10,1.2979341055999999e-11,17,17,5008.1935388417405,293806108394.3157,8.19129473163018e-25
12,1.9790251120639998e-11,17,17,5013.55380556013,294120568906.329,4.600878379659364e-25
14,2.9597961613721594e-11,17,17,5021.27780095703,294573697766.3098,9.059436125741864e-25
16,4.37210647237591e-11,17,17,5032.41112032246,295226834912.6479,1.1180732232625088e-24
18,6.40583332022131e-11,17,17,5048.4653055384915,296168655080.9744,1.3168984431031522e-24
20,9.334399981118687e-11,17,17,5071.629026049881,297527556754.1232,8.943769509609151e-25
22,1.355153597281091e-10,26,26,5104.287497451744,299443468811.88837,1.1640981837058755e-24
24,1.9624211800847706e-10,34,34,5144.588267758753,301807716997.8588,1.5452258411338364e-24
26,2.8368864993220693e-10,34,34,5207.977032580637,305526424384.8236,1.0848795872173168e-24
28,4.0961165590237797e-10,34,34,5308.465070743844,311421563860.5515,2.7094210121140618e-24
30,5.909407844994243e-10,34,34,5458.323714777239,320213034212.331,2.2433424146701095e-25
32,7.909407844994243e-10,34,34,5626.740607270452,330093225819.8499,1.27839919024834e-24
34,9.909407844994242e-10,34,34,5797.627113511824,340118297532.13245,8.641795269252706e-25
36,1.1909407844994243e-09,34,34,5970.72702834892,350273219051.68634,1.6515187664366212e-24
38,1.3909407844994245e-09,34,34,6145.894787574304,360549450841.65533,2.75626551409215e-24
40,1.5909407844994246e-09,34,34,6323.012374467263,370940069440.8813,4.203468741503559e-25
42,1.7909407844994247e-09,34,34,6501.975833686956,381438976300.2762,7.232530581448778e-25
44,1.990940784499425e-09,34,34,6682.687396171793,392040435789.36084,5.8887251038962145e-25
46,2.190940784499425e-09,34,34,6865.054802282436,402739035488.3903,8.312462168892716e-25
48,2.390940784499425e-09,34,34,7048.993450398265,413529812235.9522,9.34436673868369e-25
50,2.5909407844994253e-09,34,34,7234.422172949415,424408004329.5195,1.464676479721947e-24
52,2.7909407844994254e-09,34,34,7421.263761823363,435369082348.4734,1.7229308105118173e-24
54,2.9909407844994255e-09,34,34,7609.455151298819,446409346536.8039,2.0486293404176847e-24
56,3.1909407844994257e-09,34,34,7798.942215706581,457525621607.43207,5.174865281306388e-25
58,3.390940784499426e-09,34,34,7989.682662897394,468715426487.7533,1.9353084703239202e-24
60,3.590940784499426e-09,34,34,8181.641130875279,479976686663.2058,1.0090946345114549e-24
62,3.790940784499426e-09,34,34,8374.776550679819,491306992819.6643,1.8860911375582962e-24
64,3.990940784499426e-09,34,34,8569.047888778796,502703937721.40173,3.170480415878497e-24
66,4.190940784499426e-09,34,34,8764.412203971902,514165002219.1772,2.2511885793914707e-24
68,4.3909407844994265e-09,38,38,8959.838654421766,525629711887.1802,1.4162228765595225e-24
70,4.590940784499427e-09,42,42,9156.615060660328,537173616828.62964,1.2038123314591445e-24
72,4.790940784499427e-09,42,42,9353.623220807327,548731117633.2213,3.0010969019181424e-24
74,4.990940784499427e-09,42,42,9553.05496743575,560430798348.9808,1.4342646596563004e-24
76,5.190940784499427e-09,46,46,9752.89857274889,572154640790.2062,1.158919380850377e-24
78,5.390940784499427e-09,46,46,9954.248175950297,583966832728.1852,1.2412590861873352e-24
80,5.590940784499427e-09,46,46,10156.930869086738,595857230502.8425,2.702089799866935e-24
82,5.7909407844994275e-09,50,50,10360.13816705131,607778404265.2491,2.0869131677663485e-24
84,5.990940784499428e-09,50,50,10563.959107300994,619735577405.5427,3.749717563200339e-24
86,6.190940784499428e-09,50,50,10769.19129055898,631775541239.3373,1.675368647364765e-24
88,6.390940784499428e-09,54,54,10974.901625882227,643843555905.5178,2.798523023373846e-24
90,6.590940784499428e-09,54,54,11181.244525364744,655948680002.9741,3.2358485641249537e-24
92,6.790940784499428e-09,54,54,11388.826808127455,668126512628.0737,7.119915300002603e-25
94,6.990940784499428e-09,58,58,11596.54040823288,680312048996.475,2.2680954902265546e-24
96,7.1909407844994284e-09,58,58,11805.485139177083,692569809762.3281,2.1510554707920085e-24
98,7.3909407844994286e-09,62,62,12014.665763979077,704841409261.8114,2.493959599469973e-24
100,7.590940784499427e-09,68,68,12225.027860207158,717182319884.9933,5.0418315458305395e-25
