step,time_s,n_nodes,n_segs,line_length_b,density_m2,nye_norm
0,0.0,17,17,4997.986884610714,293207334138.4714,5.851177058310501e-25
2,1.1e-12,17,17,5000.182861715726,293336161325.828,3.5869420139911057e-25
4,2.684e-12,17,17,5003.345383815986,293521690959.17426,6.818315337572699e-25
6,4.96496e-12,17,17,5007.900068188433,293788891912.9821,5.254335926879449e-25
8,8.2495424e-12,17,17,5014.460164642727,294173740540.5321,2.7790943177386155e-25
10,1.2979341055999999e-11,17,17,5023.909498319441,294728086520.3635,6.858603139089405e-25
12,1.9790251120639998e-11,17,17,5037.522313013854,295526683475.26135,6.268135380142374e-25
14,2.9597961613721594e-11,17,17,5057.136677025331,296677361841.45215,1.640702600185993e-24
16,4.37210647237591e-11,17,17,5085.405874349157,298335776754.67957,1.3457410386510572e-24
18,6.40583332022131e-11,34,34,5124.981103562943,300657461009.4787,5.558188635477231e-25
20,9.334399981118687e-11,34,34,5178.402461422876,303791429602.3931,1.6730648292566463e-24
22,1.355153597281091e-10,34,34,5259.05188573485,308522735075.6283,1.3416317395979523e-24
24,1.9624211800847706e-10,34,34,5379.59126035238,315594187943.8119,2.331664935738641e-25
26,2.8368864993220693e-10,34,34,5557.626696610535,326038652255.66644,8.330120100993634e-25
28,4.0961165590237797e-10,34,34,5818.211650884522,341325891202.7174,1.4496770309553336e-24
30,5.909407844994243e-10,34,34,6198.0833100137415,363611095037.6835,7.704704064175698e-25
32,7.909407844994243e-10,34,34,6621.809683903504,388469039518.27515,1.8287376597230692e-24
34,9.909407844994242e-10,34,34,7049.710008364464,413571849171.19745,1.4975389197540562e-24
36,1.1909407844994243e-09,34,34,7481.210567110505,438885866880.7581,3.5721644027340845e-24
38,1.3909407844994245e-09,34,34,7915.881381753614,464385867927.5257,1.2385556619801491e-24
40,1.5909407844994246e-09,34,34,8353.43857779265,490055198789.2659,3.282790246596324e-24
42,1.7909407844994247e-09,34,34,8793.650951725545,515880295892.47394,1.0149024213726311e-24
44,1.990940784499425e-09,34,34,9236.305923194013,541848688191.9906,3.105628945720475e-24
46,2.190940784499425e-09,42,42,9681.204600759056,567948707704.2943,3.0009591958634245e-24
48,2.390940784499425e-09,48,48,10125.301663920613,594001700438.081,8.312462168892714e-25
50,2.5909407844994253e-09,54,54,10572.622659099767,620243825423.3417,1.2218337962031926e-24
52,2.7909407844994254e-09,66,66,11022.772120960242,646651882651.8187,2.1936890924137124e-24
54,2.9909407844994255e-09,68,68,11474.323387287419,673142176860.935,1.9425078805862134e-24
56,3.1909407844994257e-09,68,68,11930.123832658637,699881749527.2671,2.8644926096473346e-24
58,3.390940784499426e-09,68,68,12387.460025179336,726711416933.3425,6.015246086923506e-25
60,3.590940784499426e-09,68,68,12846.202958753673,753623610925.3582,1.855162271613154e-24
62,3.790940784499426e-09,68,68,13306.257895277584,780612773684.2208,9.513835452293473e-25
64,3.990940784499426e-09,68,68,13767.538839523862,807673860292.4669,2.444343956982918e-24
66,4.190940784499426e-09,68,68,14229.985639527174,834803341929.832,2.9104821191021097e-24
68,4.3909407844994265e-09,68,68,14693.582554094528,862000295137.8638,7.1095890939883695e-25
70,4.590940784499427e-09,68,68,15158.296155343554,889262758866.9435,2.4998443636672637e-24
72,4.790940784499427e-09,68,68,15624.097463722026,916589033029.1259,1.955418808857612e-24
74,4.990940784499427e-09,68,68,16090.948441700953,943976886149.473,2.8262787293227247e-24
76,5.190940784499427e-09,68,68,16558.80501313597,971423732497.1522,1.418943768360043e-24
78,5.390940784499427e-09,68,68,17027.626445770657,998927182510.8075,1.9992618974962758e-24
80,5.590940784499427e-09,70,70,17497.399802758016,1026486477249.1875,2.1204400231780314e-24
82,5.7909407844994275e-09,80,80,17967.6436670068,1054073374336.8732,1.989315259188487e-24
84,5.990940784499428e-09,84,84,18438.6295493664,1081703801981.3969,2.25803160887789e-24
86,6.190940784499428e-09,86,86,18911.00107302839,1109415518393.123,3.920987150422677e-24
88,6.390940784499428e-09,92,92,19384.26684795068,1137179696132.6072,1.0543569988350642e-24
90,6.590940784499428e-09,92,92,19858.651054036192,1165009486733.3008,8.985770089953884e-25
92,6.790940784499428e-09,98,98,20334.1299820685,1192903499291.9653,1.6660240201987267e-24
94,6.990940784499428e-09,100,100,20810.358932737694,1220841511993.6836,8.97336965868044e-25
96,7.1909407844994284e-09,104,104,21287.578088358452,1248837615154.781,1.4885586489285573e-24
98,7.3909407844994286e-09,108,108,21765.75854383228,1276890113055.1475,1.0490741565577558e-24
100,7.590940784499427e-09,108,108,22244.998344475363,1305004757531.762,2.0301667585621252e-24
